source_dataset,original_class,canonical_class,crop,disease,image_path,sha256,width,height,valid,duplicate,license_status,inclusion_status,exclusion_reason,local_path,class_idx,is_field
PlantDoc,Corn Gray leaf spot,maize_cercospora_leaf_spot,maize,maize_cercospora_leaf_spot,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn Gray leaf spot\IMG_42231.jpg,ee3838e2249e671b7b4510b0d3831f30882e2bcbf20c9c8c42ee8f4e1b95fcce,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn Gray leaf spot\IMG_42231.jpg,4,True
PlantDoc,Corn Gray leaf spot,maize_cercospora_leaf_spot,maize,maize_cercospora_leaf_spot,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn Gray leaf spot\rsz0803Figure6.jpg,723b0d272e745f3d81f205fc60dcfc989cb7698e3d48087aa63f904001ff9101,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn Gray leaf spot\rsz0803Figure6.jpg,4,True
PlantDoc,Corn Gray leaf spot,maize_cercospora_leaf_spot,maize,maize_cercospora_leaf_spot,"P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn Gray leaf spot\show_picture.asp_id=aaaaaaaaaaogcqq&w2=420&h2=378&clip=center,420,378&meta=0.jpg",09be2f9958acdcd1cc32b43cb3f9b6196815f6ee9103077861a10f78f2a5978c,0,0,True,False,UNVERIFIED,INCLUDED,Valid,"P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn Gray leaf spot\show_picture.asp_id=aaaaaaaaaaogcqq&w2=420&h2=378&clip=center,420,378&meta=0.jpg",4,True
PlantDoc,Corn Gray leaf spot,maize_cercospora_leaf_spot,maize,maize_cercospora_leaf_spot,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn Gray leaf spot\strom5.jpg,d335de0aeb36d5127592a6c5b33cc02e5e9e9bff688500e71cd338736329cf1c,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn Gray leaf spot\strom5.jpg,4,True
PlantDoc,Corn leaf blight,maize_northern_leaf_blight,maize,maize_northern_leaf_blight,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\02c.jpg,0a7d472d5da53b9436775feb479598e0c8067eae96dfd06c7ebdaecee79af473,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\02c.jpg,6,True
PlantDoc,Corn leaf blight,maize_northern_leaf_blight,maize,maize_northern_leaf_blight,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\0796.20graylssymt.jpg,3b616d93a4aa72ad932f05dd2ff1a0392139ce355a1b9d24f0e78cf71405a62c,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\0796.20graylssymt.jpg,6,True
PlantDoc,Corn leaf blight,maize_northern_leaf_blight,maize,maize_northern_leaf_blight,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\07c.jpg,4713b10521040b12bd472f7d83aca182cb240f99d6a214ec2c904cca3316e30a,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\07c.jpg,6,True
PlantDoc,Corn leaf blight,maize_northern_leaf_blight,maize,maize_northern_leaf_blight,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\0c.jpg,9b17c3e4a9dacb6144f7c6ae7e69366b5966f8bdc49bd5ac175450a9c2f60dcf,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\0c.jpg,6,True
PlantDoc,Corn leaf blight,maize_northern_leaf_blight,maize,maize_northern_leaf_blight,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\1321189.jpg,0269c07a3081df41e9e8e5a7ee3c18394bb81fd8b0c6bff78b610d993b72a14d,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\1321189.jpg,6,True
PlantDoc,Corn leaf blight,maize_northern_leaf_blight,maize,maize_northern_leaf_blight,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\160314_web.jpg,23fb26f404234f8f4a24641c038cac24dade2a9fa70c5da27c6aa2328a8270cd,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\160314_web.jpg,6,True
PlantDoc,Corn leaf blight,maize_northern_leaf_blight,maize,maize_northern_leaf_blight,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\2013Corn_GrayLeafSpot_0815_0003.JPG.jpg,366cac0649df317e9cdfbc64ec11c8b3da8e15aa7db164a9bf84db5c6236dfa3,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\2013Corn_GrayLeafSpot_0815_0003.JPG.jpg,6,True
PlantDoc,Corn leaf blight,maize_northern_leaf_blight,maize,maize_northern_leaf_blight,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\2015070295153021.jpg,6e777d1b6829140e66573f918c0f1681ca4cd2979859c37435c84977153ec223,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\2015070295153021.jpg,6,True
PlantDoc,Corn leaf blight,maize_northern_leaf_blight,maize,maize_northern_leaf_blight,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\Common%20Diseases%20Figure%201.JPG.jpg,248c90ff324974883bc2a6547f5946f1fb26349186618d6f961e5cd1979e4abf,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\Common%20Diseases%20Figure%201.JPG.jpg,6,True
PlantDoc,Corn leaf blight,maize_northern_leaf_blight,maize,maize_northern_leaf_blight,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\corn-disease-update-fig-3-gray-leaf-spot.jpg,440c5caae1739af7a4e8530fd16cf3a5d450a376ce315fbe0ccab2e326139606,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\corn-disease-update-fig-3-gray-leaf-spot.jpg,6,True
PlantDoc,Corn leaf blight,maize_northern_leaf_blight,maize,maize_northern_leaf_blight,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\corn-gray-leaf-spot-f4.jpg,9120578a76fd8539da220def6e0609ebb2435decc7a9c34b949e46e86e794c8d,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\corn-gray-leaf-spot-f4.jpg,6,True
PlantDoc,Corn leaf blight,maize_northern_leaf_blight,maize,maize_northern_leaf_blight,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\Corn-SCLB-2017-1.jpg,deef0c607d0a5decdae484b0d1d92633ba4fe0ab15595d33e36222f62313f58e,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn leaf blight\Corn-SCLB-2017-1.jpg,6,True
PlantDoc,Corn rust leaf,maize_common_rust,maize,maize_common_rust,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\0796.39maizerust.jpg,74f5150ebe2ad2efc2288e5d8764852c8616ae96b9cd0486b72e48c08fb3dc55,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\0796.39maizerust.jpg,5,True
PlantDoc,Corn rust leaf,maize_common_rust,maize,maize_common_rust,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\0796.40comrust.jpg,d81099827be9eea9fd64d18771a60680255ea1fa9a2d2dd9247d55c97df59556,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\0796.40comrust.jpg,5,True
PlantDoc,Corn rust leaf,maize_common_rust,maize,maize_common_rust,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\0796.47southrust.jpg,9d3bbdb56a902458d4bb09c2b16a117173048eb2f9dac5a25adaf5b87a32782e,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\0796.47southrust.jpg,5,True
PlantDoc,Corn rust leaf,maize_common_rust,maize,maize_common_rust,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\0796.52srusttelia.jpg,d551e7c75cb72e01ddb13abdc7cc996e7727c54bb21556a552b82bebcd81f825,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\0796.52srusttelia.jpg,5,True
PlantDoc,Corn rust leaf,maize_common_rust,maize,maize_common_rust,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\12-19striprustJIM.jpg,3072867b4b451739759fa7b4e26de9018e72e9f85ea5069b8bd2179dc20a4694,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\12-19striprustJIM.jpg,5,True
PlantDoc,Corn rust leaf,maize_common_rust,maize,maize_common_rust,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\1355.50commonrust.jpg,376de5dfd4c5f0385e483a9a9e8b64d58c271787b9c0f72da2713cfb08ab702d,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\1355.50commonrust.jpg,5,True
PlantDoc,Corn rust leaf,maize_common_rust,maize,maize_common_rust,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\2256-body-1501555581-1.jpg,851941010e7f34ff324b3891139d55c9615272153e26a570732b81cd5f8b4930,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\2256-body-1501555581-1.jpg,5,True
PlantDoc,Corn rust leaf,maize_common_rust,maize,maize_common_rust,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\393.jpg,35371942d3914e29adc6ce0247d6e9aff2c04820d58f2168ea42c515a33e32a6,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\393.jpg,5,True
PlantDoc,Corn rust leaf,maize_common_rust,maize,maize_common_rust,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\5496239405_d95bdb97d1_z.jpg,1236a199431c6c7b4798310cfb847faa4c4b9047b62149de91674989b1ed76b9,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\5496239405_d95bdb97d1_z.jpg,5,True
PlantDoc,Corn rust leaf,maize_common_rust,maize,maize_common_rust,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\80104747.jpg,10e15f1c88ceda5b126d25f64ca4ec09229e2359b58ed8b0d39381df3dffd883,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\Corn rust leaf\80104747.jpg,5,True
PlantDoc,grape leaf,grape_healthy,grape,grape_healthy,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\0000.jpg,420433aad07a69dbba27df1b1db4693058daef37698b93f0461724bb8767ba6d,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\0000.jpg,7,True
PlantDoc,grape leaf,grape_healthy,grape,grape_healthy,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\730-grape-leaf-2560x1600-nature-wallpaper.jpg,468f656f6c89d8f241f07246300acb790a11f3e288e9c3750dac1b4da9405577,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\730-grape-leaf-2560x1600-nature-wallpaper.jpg,7,True
PlantDoc,grape leaf,grape_healthy,grape,grape_healthy,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\depositphotos_3443387-stock-photo-the-green-grape-leaf-on.jpg,94af80a5965f800fc0b878eb4091d7c1af7e25d90011ee02a8d768639f0a38d4,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\depositphotos_3443387-stock-photo-the-green-grape-leaf-on.jpg,7,True
PlantDoc,grape leaf,grape_healthy,grape,grape_healthy,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\depositphotos_6898486-stock-photo-grape-leaves.jpg,d6d169bb7c76997d2e58a2864842cd4747f2a6b98daf106bf322be4b0467eff0,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\depositphotos_6898486-stock-photo-grape-leaves.jpg,7,True
PlantDoc,grape leaf,grape_healthy,grape,grape_healthy,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\DSCN7317.JPG.jpg,650324392a33c2c1e1ca4a076176d6b060b86ae62fbe098756b052b5546d9240,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\DSCN7317.JPG.jpg,7,True
PlantDoc,grape leaf,grape_healthy,grape,grape_healthy,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\grape-leaf-14309623.jpg,4ffafa5924ddbabf1b460680417ac978efb7cc54de78bbfe031fbabd2c8db221,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\grape-leaf-14309623.jpg,7,True
PlantDoc,grape leaf,grape_healthy,grape,grape_healthy,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\grape-leaf-picture-id119212425_k=6&m=119212425&s=612x612&w=0&h=8RZBWGcvXe4tAwhhvYZVFzWyRyiN5iTxKfWBpPT1FcU=.jpg,533765ed2041617bd33411f448db7b567665d4439078bfbfa0701a92a9b1425e,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\grape-leaf-picture-id119212425_k=6&m=119212425&s=612x612&w=0&h=8RZBWGcvXe4tAwhhvYZVFzWyRyiN5iTxKfWBpPT1FcU=.jpg,7,True
PlantDoc,grape leaf,grape_healthy,grape,grape_healthy,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\grapes-leaves.jpg,4154590f1c69e97f554ebbbbd9b84e0e191d4c706dce1036d9f1fa5630286076,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\grapes-leaves.jpg,7,True
PlantDoc,grape leaf,grape_healthy,grape,grape_healthy,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\grapevine-leaf-7466071.jpg,c8c261b0a733913fcc6a120739bf46f52bbe26bfaa5a75582184ef45e3fac6b8,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\grapevine-leaf-7466071.jpg,7,True
PlantDoc,grape leaf,grape_healthy,grape,grape_healthy,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\latest_cb=20100621160325.jpg,7013d4ba8af2ad9de143f47732b28a7315480f359b6f48f225e11a91af6599e5,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\latest_cb=20100621160325.jpg,7,True
PlantDoc,grape leaf,grape_healthy,grape,grape_healthy,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\P1130286.jpg,499dc9edb0c55b3c4344111aa83a4e49023a78cbde05e0092c86f3e0e5168366,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\P1130286.jpg,7,True
PlantDoc,grape leaf,grape_healthy,grape,grape_healthy,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\vitis-riparia-le-ahaines-b.jpg,bee75e5955d643b47cb6ad64d31421c685c282093f726d01ebea0744f2218292,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf\vitis-riparia-le-ahaines-b.jpg,7,True
PlantDoc,grape leaf black rot,grape_black_rot,grape,grape_black_rot,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf black rot\03gb.jpg,e8468522aba52f73e8e919658fa833130602633a98aa3033dba6dd1595bc8718,0,0,True,False,UNVERIFIED,INCLUDED,Valid,P:\Agri Analysis\backend\ml\dataset\PlantDoc-Dataset-master\test\grape leaf black rot\03gb.jpg,8,True
